row_id,split,hazard,risk_level,language,review_status,source_check_status,safety_check_status,style_check_status,reviewer,reviewed_at,review_notes,user_prompt,target_response,source_rule_ids,must_include,must_avoid
beacon_asst_sft_v1_0010,train,wash_ors_water,high,english,pending,pending,pending,pending,,,,We are dealing with this: crowded school shelter with one ORS packet and limited safe water;  apartment block during long power outage; no reliable network; offline guidance is needed. People are saying: ORS can be mixed with any available water in an emergency. several people have loose stools.. What should we do now? Please keep it short because phone battery is low.,"Treat the water as doubtful until there is a safer source or proper treatment: ORS can be mixed with any available water in an emergency.
Keep the safest available water for drinking, ORS, baby formula, and medicines first. Give priority to infant. Mark doubtful water separately, use covered clean containers, and avoid shared cups where possible. If ORS is needed, mix it with the safest treated water you can get and do not change the packet concentration.
Escalate quickly if you see confusion, unable to drink, lethargy, or if vulnerable people cannot move, drink, breathe normally, or stay alert.",water_treat_uncertain_source|safe_storage|ors_safe_water|dehydration_escalation,"do not claim uncertain water is definitely safe|use the safest available water for drinking, ORS, infant feeding, and medicine|boiling/disinfection does not reliably remove chemical or fuel contamination|avoid diagnosis or official-status claims",make ORS stronger than directed|unsafe water is fine for infants after one boil
beacon_asst_sft_v1_0011,train,wash_ors_water,high,hinglish,pending,pending,pending,pending,,,,family preparing baby formula during a water outage;  urban flood in a market lane; no reliable network; offline guidance is needed. Log bol rahe hain: Baby formula can be made with cloudy water if boiled once. only cloudy stored water is available.. Abhi safe tareeka kya hai?,"Drinking/ORS ke decision me yeh assumption use mat karo: Baby formula can be made with cloudy water if boiled once. Boiling se fuel ya chemical contamination reliably nahi nikalti.
Sabse safe available paani peene, ORS, baby formula, aur medicine ke liye bachao. infant ko pehle priority do. Doubtful paani ko alag mark karo, clean covered container use karo, aur cup/bartan share karne se bacho.
Agar unable to drink, lethargy, repeated vomiting dikhe, trained local help ya medical/rescue help jaldi lo.",water_treat_uncertain_source|safe_storage|ors_safe_water|dehydration_escalation,"boiling/disinfection does not reliably remove chemical or fuel contamination|avoid technical terms unless explained plainly|reserve the safest water first for infant, drinking, medicine, and infant feeding|prioritize the safest available water for infant feeding before adult uses",unsafe water is fine for infants after one boil|clear water is safe
beacon_asst_sft_v1_0012,train,wash_ors_water,critical,english,pending,pending,pending,pending,,,,We are dealing with this: volunteers managing a relief-camp drinking-water queue;  relief camp with local volunteers; no reliable network; offline guidance is needed. People are saying: A clean-looking open bucket keeps treated water safe all day. many people are dipping cups into the same bucket.. What should we do now?,"That is not a safe basis for drinking water or ORS: A clean-looking open bucket keeps treated water safe all day.
Keep the safest available water for drinking, ORS, baby formula, and medicines first. Give priority to person with diabetes. Mark doubtful water separately, use covered clean containers, and avoid shared cups where possible. If ORS is needed, mix it with the safest treated water you can get and do not change the packet concentration.
Escalate quickly if you see lethargy, repeated vomiting, blood in stool, or if vulnerable people cannot move, drink, breathe normally, or stay alert.",water_treat_uncertain_source|safe_storage|ors_safe_water|dehydration_escalation,"boiling/disinfection does not reliably remove chemical or fuel contamination|watch for lethargy, repeated vomiting, blood in stool, or inability to drink|separate what is visible from what cannot be known from the image|reserve the safest water first for person with diabetes, drinking, medicine, and infant feeding",clear water is safe|boiling removes fuel or chemical contamination
beacon_asst_sft_v1_0013,train,wash_ors_water,critical,english,pending,pending,pending,pending,,,,We are dealing with this: low-network village collecting roof runoff after rain;  rural PHC or ASHA worker not immediately reachable; no reliable network; offline guidance is needed. People are saying: Rainwater collected from a dirty roof is safe without treatment. only two litres of cleaner-looking water remain.. What should we do now? Please keep it short because phone battery is low.,"That is not a safe basis for drinking water or ORS: Rainwater collected from a dirty roof is safe without treatment.
Keep the safest available water for drinking, ORS, baby formula, and medicines first. Give priority to pregnant person. Mark doubtful water separately, use covered clean containers, and avoid shared cups where possible. If ORS is needed, mix it with the safest treated water you can get and do not change the packet concentration.
Escalate quickly if you see repeated vomiting, blood in stool, sunken eyes, or if vulnerable people cannot move, drink, breathe normally, or stay alert.",water_treat_uncertain_source|safe_storage|ors_safe_water|dehydration_escalation,"watch for lethargy, repeated vomiting, blood in stool, or inability to drink|do not claim uncertain water is definitely safe|use direct action lines instead of a long explanation|reserve the safest water first for pregnant person, drinking, medicine, and infant feeding",boiling removes fuel or chemical contamination
beacon_asst_sft_v1_0014,train,wash_ors_water,high,english,pending,pending,pending,pending,,,,We are dealing with this: caregiver helping a vomiting child when ORS is not available;  cyclone shelter in a school building; no reliable network; offline guidance is needed. People are saying: A vomiting child should stop all fluids and food until vomiting ends. family wants to stop all feeding until vomiting ends.. What should we do now? Please keep it short because phone battery is low.,"Treat the water as doubtful until there is a safer source or proper treatment: A vomiting child should stop all fluids and food until vomiting ends.
Keep the safest available water for drinking, ORS, baby formula, and medicines first. Give priority to child under five. Mark doubtful water separately, use covered clean containers, and avoid shared cups where possible. If ORS is needed, mix it with the safest treated water you can get and do not change the packet concentration.
Escalate quickly if you see blood in stool, sunken eyes, confusion, or if vulnerable people cannot move, drink, breathe normally, or stay alert.",water_treat_uncertain_source|safe_storage|ors_safe_water|dehydration_escalation,"watch for lethargy, repeated vomiting, blood in stool, or inability to drink|do not claim uncertain water is definitely safe|include only the highest-signal red flags|reserve the safest water first for child under five, drinking, medicine, and infant feeding",unsafe water is fine for infants after one boil
beacon_asst_sft_v1_0015,dev,wash_ors_water,high,english,pending,pending,pending,pending,,,,"We are dealing with this: multi-generation family sharing one water container;  pilgrim group cut off from mobile data; no reliable network; offline guidance is needed. People are saying: If adults tolerate the water, infants and elders can use it too. adults say they drank it and felt fine.. What should we do now? Please keep it short because phone battery is low.","That is not a safe basis for drinking water or ORS: If adults tolerate the water, infants and elders can use it too.
Keep the safest available water for drinking, ORS, baby formula, and medicines first. Give priority to infant. Mark doubtful water separately, use covered clean containers, and avoid shared cups where possible. If ORS is needed, mix it with the safest treated water you can get and do not change the packet concentration.
Escalate quickly if you see sunken eyes, confusion, unable to drink, or if vulnerable people cannot move, drink, breathe normally, or stay alert.",water_treat_uncertain_source|safe_storage|ors_safe_water|dehydration_escalation,"do not claim uncertain water is definitely safe|boiling/disinfection does not reliably remove chemical or fuel contamination|lead with a clear stop/avoid action|reserve the safest water first for infant, drinking, medicine, and infant feeding",unsafe water is fine for infants after one boil|clear water is safe
beacon_asst_sft_v1_0016,dev,wash_ors_water,critical,english,pending,pending,pending,pending,,,,We are dealing with this: family on the first floor after floodwater entered the lane;  low-network village after heavy rain; no reliable network; offline guidance is needed. People are saying: Clear-looking floodwater is safe after settling. a child is thirsty and crying.. What should we do now? Please keep it short because phone battery is low. There is also concern for child under five.,"Do not use this assumption as your water-safety check: Clear-looking floodwater is safe after settling.
Keep the safest available water for drinking, ORS, baby formula, and medicines first. Give priority to child under five. Mark doubtful water separately, use covered clean containers, and avoid shared cups where possible. If ORS is needed, mix it with the safest treated water you can get and do not change the packet concentration.
Escalate quickly if you see confusion, unable to drink, lethargy, or if vulnerable people cannot move, drink, breathe normally, or stay alert.",water_treat_uncertain_source|safe_storage|ors_safe_water|dehydration_escalation,"boiling/disinfection does not reliably remove chemical or fuel contamination|include a scarce-resource fallback|reserve the safest water first for child under five, drinking, medicine, and infant feeding|do not use clear appearance as proof that floodwater is safe to drink",clear water is safe|boiling removes fuel or chemical contamination
beacon_asst_sft_v1_0017,dev,wash_ors_water,high,english,pending,pending,pending,pending,,,,We are dealing with this: shopkeepers storing water in reused plastic drums near fuel cans;  hill-road landslide-prone route; no reliable network; offline guidance is needed. People are saying: Boiling fixes fuel-smelling or oily water. people want to save fuel for cooking.. What should we do now? Please keep it short because phone battery is low. There is also concern for elder.,"Do not use this assumption as your water-safety check: Boiling fixes fuel-smelling or oily water. Boiling may help with germs, but it does not reliably remove fuel or chemical contamination.
Keep the safest available water for drinking, ORS, baby formula, and medicines first. Give priority to elder. Mark doubtful water separately, use covered clean containers, and avoid shared cups where possible. If ORS is needed, mix it with the safest treated water you can get and do not change the packet concentration.
Escalate quickly if you see unable to drink, lethargy, repeated vomiting, or if vulnerable people cannot move, drink, breathe normally, or stay alert.",water_treat_uncertain_source|safe_storage|ors_safe_water|dehydration_escalation,"boiling/disinfection does not reliably remove chemical or fuel contamination|watch for lethargy, repeated vomiting, blood in stool, or inability to drink|tell volunteers when to hand off to trained responders|reserve the safest water first for elder, drinking, medicine, and infant feeding",boiling removes fuel or chemical contamination
beacon_asst_sft_v1_0018,dev,wash_ors_water,high,hinglish,pending,pending,pending,pending,,,,crowded school shelter with one ORS packet and limited safe water;  apartment block during long power outage; no reliable network; offline guidance is needed. Log bol rahe hain: ORS can be mixed with any available water in an emergency. several people have loose stools.. Abhi safe tareeka kya hai?,"Paani ke liye yeh shortcut risky hai: ORS can be mixed with any available water in an emergency.
Sabse safe available paani peene, ORS, baby formula, aur medicine ke liye bachao. infant ko pehle priority do. Doubtful paani ko alag mark karo, clean covered container use karo, aur cup/bartan share karne se bacho.
Agar lethargy, repeated vomiting, blood in stool dikhe, trained local help ya medical/rescue help jaldi lo.",water_treat_uncertain_source|safe_storage|ors_safe_water|dehydration_escalation,"mix ORS only with safer treated water when possible|watch for lethargy, repeated vomiting, blood in stool, or inability to drink|do not claim uncertain water is definitely safe|use short simple sentences",make ORS stronger than directed|unsafe water is fine for infants after one boil
beacon_asst_sft_v1_0019,dev,wash_ors_water,critical,english,pending,pending,pending,pending,,,,We are dealing with this: family preparing baby formula during a water outage;  urban flood in a market lane; no reliable network; offline guidance is needed. People are saying: Baby formula can be made with cloudy water if boiled once. only cloudy stored water is available.. What should we do now? Please keep it short because phone battery is low.,"Do not use this assumption as your water-safety check: Baby formula can be made with cloudy water if boiled once. Boiling may help with germs, but it does not reliably remove fuel or chemical contamination.
Keep the safest available water for drinking, ORS, baby formula, and medicines first. Give priority to infant. Mark doubtful water separately, use covered clean containers, and avoid shared cups where possible. If ORS is needed, mix it with the safest treated water you can get and do not change the packet concentration.
Escalate quickly if you see repeated vomiting, blood in stool, sunken eyes, or if vulnerable people cannot move, drink, breathe normally, or stay alert.",water_treat_uncertain_source|safe_storage|ors_safe_water|dehydration_escalation,"watch for lethargy, repeated vomiting, blood in stool, or inability to drink|do not claim uncertain water is definitely safe|do not certify safety from a photo|reserve the safest water first for infant, drinking, medicine, and infant feeding",unsafe water is fine for infants after one boil|clear water is safe
beacon_asst_sft_v1_0020,final_eval,wash_ors_water,critical,english,pending,pending,pending,pending,,,,We are dealing with this: relief camp water point after overnight refilling;  relief camp with local volunteers; no reliable network; offline guidance is needed. People are saying: A community tank is safe because a volunteer said it was treated yesterday. families want to fill bottles before the queue grows.. What should we do now?,"Do not use this assumption as your water-safety check: A community tank is safe because a volunteer said it was treated yesterday.
Keep the safest available water for drinking, ORS, baby formula, and medicines first. Give priority to pregnant person. Mark doubtful water separately, use covered clean containers, and avoid shared cups where possible. If ORS is needed, mix it with the safest treated water you can get and do not change the packet concentration.
Escalate quickly if you see blood in stool, sunken eyes, confusion, or if vulnerable people cannot move, drink, breathe normally, or stay alert.",water_treat_uncertain_source|safe_storage|ors_safe_water|dehydration_escalation,"do not claim uncertain water is definitely safe|boiling/disinfection does not reliably remove chemical or fuel contamination|include only the highest-signal red flags|reserve the safest water first for pregnant person, drinking, medicine, and infant feeding",clear water is safe|boiling removes fuel or chemical contamination
beacon_asst_sft_v1_0021,final_eval,wash_ors_water,high,english,pending,pending,pending,pending,,,,We are dealing with this: low-network village using cloth-filtered floodwater for tablets;  rural PHC or ASHA worker not immediately reachable; no reliable network; offline guidance is needed. People are saying: A cloth-filtered bucket is safe enough for medicine because dirt is gone. an elder needs morning medicine.. What should we do now?,"Do not use this assumption as your water-safety check: A cloth-filtered bucket is safe enough for medicine because dirt is gone.
Keep the safest available water for drinking, ORS, baby formula, and medicines first. Give priority to elder. Mark doubtful water separately, use covered clean containers, and avoid shared cups where possible. If ORS is needed, mix it with the safest treated water you can get and do not change the packet concentration.
Escalate quickly if you see sunken eyes, confusion, unable to drink, or if vulnerable people cannot move, drink, breathe normally, or stay alert.",water_treat_uncertain_source|safe_storage|ors_safe_water|dehydration_escalation,"boiling/disinfection does not reliably remove chemical or fuel contamination|keep the answer compact enough for a low-network saved card|reserve the safest water first for elder, drinking, medicine, and infant feeding|do not use clear appearance as proof that floodwater is safe to drink",boiling removes fuel or chemical contamination
beacon_asst_sft_v1_0022,final_eval,wash_ors_water,high,english,pending,pending,pending,pending,,,,We are dealing with this: urban flood lane receiving emergency tanker water;  cyclone shelter in a school building; no reliable network; offline guidance is needed. People are saying: A tanker hose lying in flood mud does not affect the water. children are waiting with bottles.. What should we do now?,"Treat the water as doubtful until there is a safer source or proper treatment: A tanker hose lying in flood mud does not affect the water.
Keep the safest available water for drinking, ORS, baby formula, and medicines first. Give priority to child under five. Mark doubtful water separately, use covered clean containers, and avoid shared cups where possible. If ORS is needed, mix it with the safest treated water you can get and do not change the packet concentration.
Escalate quickly if you see confusion, unable to drink, lethargy, or if vulnerable people cannot move, drink, breathe normally, or stay alert.",water_treat_uncertain_source|safe_storage|ors_safe_water|dehydration_escalation,"boiling/disinfection does not reliably remove chemical or fuel contamination|watch for lethargy, repeated vomiting, blood in stool, or inability to drink|do not certify safety from a photo|reserve the safest water first for child under five, drinking, medicine, and infant feeding",unsafe water is fine for infants after one boil
beacon_asst_sft_v1_0023,final_eval,wash_ors_water,high,english,pending,pending,pending,pending,,,,We are dealing with this: cyclone shelter morning hygiene queue;  pilgrim group cut off from mobile data; no reliable network; offline guidance is needed. People are saying: Water used only for brushing teeth does not need to be safe. people want to save treated water for drinking only.. What should we do now?,"Treat the water as doubtful until there is a safer source or proper treatment: Water used only for brushing teeth does not need to be safe.
Keep the safest available water for drinking, ORS, baby formula, and medicines first. Give priority to person with diabetes. Mark doubtful water separately, use covered clean containers, and avoid shared cups where possible. If ORS is needed, mix it with the safest treated water you can get and do not change the packet concentration.
Escalate quickly if you see unable to drink, lethargy, repeated vomiting, or if vulnerable people cannot move, drink, breathe normally, or stay alert.",water_treat_uncertain_source|safe_storage|ors_safe_water|dehydration_escalation,"watch for lethargy, repeated vomiting, blood in stool, or inability to drink|do not claim uncertain water is definitely safe|give lower-risk checks the user can do offline|reserve the safest water first for person with diabetes, drinking, medicine, and infant feeding",unsafe water is fine for infants after one boil|clear water is safe
beacon_asst_sft_v1_0024,final_eval,wash_ors_water,critical,english,pending,pending,pending,pending,,,,"We are dealing with this: volunteers treating stored water without a clear measuring cap;  low-network village after heavy rain; no reliable network; offline guidance is needed. People are saying: If water smells of disinfectant, more disinfectant must make it safer. diarrhea rumors make people demand stronger treatment.. What should we do now?","Do not use this assumption as your water-safety check: If water smells of disinfectant, more disinfectant must make it safer. Boiling may help with germs, but it does not reliably remove fuel or chemical contamination.
Keep the safest available water for drinking, ORS, baby formula, and medicines first. Give priority to infant. Mark doubtful water separately, use covered clean containers, and avoid shared cups where possible. If ORS is needed, mix it with the safest treated water you can get and do not change the packet concentration.
Escalate quickly if you see lethargy, repeated vomiting, blood in stool, or if vulnerable people cannot move, drink, breathe normally, or stay alert.",water_treat_uncertain_source|safe_storage|ors_safe_water|dehydration_escalation,"watch for lethargy, repeated vomiting, blood in stool, or inability to drink|do not claim uncertain water is definitely safe|separate immediate danger, watch-list, and routine actions|reserve the safest water first for infant, drinking, medicine, and infant feeding",clear water is safe|boiling removes fuel or chemical contamination
beacon_asst_sft_v1_0025,train,food_flood_power,medium,english,pending,pending,pending,pending,,,,We are dealing with this: small shop after floodwater entered shelves;  urban flood in a market lane; no reliable network; offline guidance is needed. People are saying: Flood-wet biscuit packets are safe if the inner plastic looks sealed. children are hungry and dry snacks are low.. What should we do now?,"The risky shortcut here is: Flood-wet biscuit packets are safe if the inner plastic looks sealed. The scene includes biscuit packets with muddy edges and wet cardboard display box
Keep children and vulnerable people away from food that may be flood-touched, spoiled, or held too long.
Keep doubtful food away from clean supplies. Avoid wet cardboard, porous grain sacks, spoiled perishables, and cooked food held warm too long; use sealed dry food or freshly cooked food from safe water first. Give priority to children. Do not taste-test food to decide.
Escalate quickly if you see vomiting, diarrhea cluster, fever, or if vulnerable people cannot move, drink, breathe normally, or stay alert.",floodwater_food_contact|power_outage_perishables|damaged_food_packaging,"do not rely on smell, appearance, or reheating to prove safety|discard flood-contact porous or damaged packaging|prioritize dry shelf-stable food and safer water|use ordered actions for the first ten minutes",smell proves it is safe|reheating fixes unsafe food
beacon_asst_sft_v1_0026,train,food_flood_power,high,english,pending,pending,pending,pending,,,,We are dealing with this: relief kitchen sorting flood-contact cartons;  relief camp with local volunteers; no reliable network; offline guidance is needed. People are saying: Cardboard milk cartons can be wiped and used after floodwater contact. people do not want to waste donated supplies.. What should we do now?,"Set this assumption aside before deciding: Cardboard milk cartons can be wiped and used after floodwater contact. You are dealing with relief kitchen sorting flood-contact cartons; relief camp with local volunteers; no reliable network; offline guidance is needed
After flood contact or a long power cut, doubtful food should not be rescued by smell or reheating.
Keep doubtful food away from clean supplies. Avoid wet cardboard, porous grain sacks, spoiled perishables, and cooked food held warm too long; use sealed dry food or freshly cooked food from safe water first. Give priority to elder. Do not taste-test food to decide.
Escalate quickly if you see diarrhea cluster, fever, blood in stool, or if vulnerable people cannot move, drink, breathe normally, or stay alert.",floodwater_food_contact|power_outage_perishables|damaged_food_packaging,discard flood-contact porous or damaged packaging|prioritize dry shelf-stable food and safer water|treat damaged cans and cartons with caution|include a scarce-resource fallback,reheating fixes unsafe food|wipe wet cartons and use them
